runID,mode,seedUsed,t,simT,wip,out,throughputPerHour,avgLead,avgTard,energy,co2,epp,cpp
634532,FLOW,1,301.0000,1.0000,450,0.00,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,302.0000,2.0000,451,0.00,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,303.0000,3.0000,451,0.00,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,304.0000,4.0000,483,1.00,15.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,305.0000,5.0000,482,1.00,12.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,306.0000,6.0000,486,1.00,10.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,307.0000,7.0000,486,1.00,8.5714,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,308.0000,8.0000,490,1.00,7.5000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,309.0000,9.0000,490,1.00,6.6667,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,310.0000,10.0000,494,1.00,6.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,311.0000,11.0000,494,1.00,5.4545,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,312.0000,12.0000,498,1.00,5.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,313.0000,13.0000,498,1.00,4.6154,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,314.0000,14.0000,501,1.00,4.2857,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,315.0000,15.0000,501,1.00,4.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,316.0000,16.0000,505,1.00,3.7500,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,317.0000,17.0000,505,1.00,3.5294,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,318.0000,18.0000,509,1.00,3.3333,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,319.0000,19.0000,509,1.00,3.1579,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,320.0000,20.0000,513,1.00,3.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,321.0000,21.0000,514,1.00,2.8571,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,322.0000,22.0000,518,1.00,2.7273,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,323.0000,23.0000,518,1.00,2.6087,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,324.0000,24.0000,520,1.00,2.5000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,325.0000,25.0000,520,1.00,2.4000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,326.0000,26.0000,524,1.00,2.3077,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,327.0000,27.0000,524,1.00,2.2222,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,328.0000,28.0000,527,1.00,2.1429,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,329.0000,29.0000,527,1.00,2.0690,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,330.0000,30.0000,527,1.00,2.0000,294.4660,0.0000,1.970105,0.591032,1.970105,0.591032
634532,FLOW,1,331.0000,31.0000,527,2.00,3.8710,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,332.0000,32.0000,527,2.00,3.7500,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,333.0000,33.0000,527,2.00,3.6364,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,334.0000,34.0000,526,2.00,3.5294,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,335.0000,35.0000,526,2.00,3.4286,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,336.0000,36.0000,526,2.00,3.3333,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,337.0000,37.0000,526,2.00,3.2432,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,338.0000,38.0000,526,2.00,3.1579,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,339.0000,39.0000,526,2.00,3.0769,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
634532,FLOW,1,340.0000,40.0000,526,2.00,3.0000,307.6293,0.0000,3.876777,1.163033,1.938389,0.581517
